,ROC,Measure,Classifier
71,0.9579209308235013,Snow,MC Dropout
72,0.925363657425861,Snow,MC Dropout
73,0.9634486607142857,Snow,MC Dropout
74,0.9699261723732461,Snow,MC Dropout
75,0.969227070711097,Snow,MC Dropout
76,0.9358972043407207,Snow,MC Dropout
77,0.939784458705357,Snow,MC Dropout
78,0.9449302517637914,Snow,MC Dropout
79,0.9802193155094068,Snow,MC Dropout
80,0.87134380729831,Rain,MC Dropout
81,0.876453633211097,Rain,MC Dropout
82,0.7675071249202807,Rain,MC Dropout
83,0.953125622807717,Rain,MC Dropout
84,0.950807221081792,Rain,MC Dropout
85,0.8540953032824458,Rain,MC Dropout
86,0.8882215850207271,Rain,MC Dropout
87,0.9126518405213648,Rain,MC Dropout
88,0.9651862942442603,Rain,MC Dropout
89,0.7151437876175861,Rain,MC Dropout
90,0.9007499850526148,Rain,MC Dropout
91,0.9165998186383928,Rain,MC Dropout
92,0.8636947943239796,Rain,MC Dropout
93,0.9366987578722895,Rain,MC Dropout
94,0.9517588712731186,Rain,MC Dropout
95,0.9354338353993942,Rain,MC Dropout
96,0.8270780602279975,Rain,MC Dropout
97,0.8916186897122129,Rain,MC Dropout
98,0.8846977389588647,Rain,MC Dropout
99,0.9683271135602679,Rain,MC Dropout
100,0.4069301060267857,Fog,MC Dropout
101,0.4391121377750319,Fog,MC Dropout
102,0.2916692616988201,Fog,MC Dropout
103,0.6605724412567762,Fog,MC Dropout
104,0.8667700631277901,Fog,MC Dropout
105,0.422750356246014,Fog,MC Dropout
106,0.47316414969308035,Fog,MC Dropout
107,0.48742815912986287,Fog,MC Dropout
108,0.8199811662946428,Fog,MC Dropout
109,0.32015274982063135,Fog,MC Dropout
110,0.729067899742905,Fog,MC Dropout
111,0.49751904545998094,Fog,MC Dropout
112,0.3978663853236607,Fog,MC Dropout
113,0.6338725187340561,Fog,MC Dropout
114,0.7432450275031888,Fog,MC Dropout
115,0.5875485478615274,Fog,MC Dropout
116,0.39598862005739793,Fog,MC Dropout
117,0.48019315758529973,Fog,MC Dropout
118,0.34893643126195795,Fog,MC Dropout
119,0.8084645173987564,Fog,MC Dropout
120,0.7199682118941326,Perspective,MC Dropout
121,0.689054839465083,Perspective,MC Dropout
122,0.6640497324418049,Perspective,MC Dropout
123,0.7466964721679688,Perspective,MC Dropout
124,0.7126745107222576,Perspective,MC Dropout
125,0.671537126813616,Perspective,MC Dropout
126,0.707862698301977,Perspective,MC Dropout
127,0.7482598752391582,Perspective,MC Dropout
128,0.7621497329400512,Perspective,MC Dropout
129,0.6870413021165497,Perspective,MC Dropout
130,0.715169789839764,Perspective,MC Dropout
131,0.6917266845703125,Perspective,MC Dropout
132,0.6915150856485172,Perspective,MC Dropout
133,0.7272893166055485,Perspective,MC Dropout
134,0.7404296252192283,Perspective,MC Dropout
135,0.7217569156568877,Perspective,MC Dropout
136,0.7314063870176977,Perspective,MC Dropout
137,0.7105223986567284,Perspective,MC Dropout
138,0.7253586126833547,Perspective,MC Dropout
139,0.7753218047472896,Perspective,MC Dropout
140,0.9587643681740274,Blur,MC Dropout
141,0.9601571219308037,Blur,MC Dropout
142,0.9367230473732461,Blur,MC Dropout
143,0.9661494663783481,Blur,MC Dropout
144,0.9663403569435587,Blur,MC Dropout
145,0.9331213503467792,Blur,MC Dropout
146,0.9574270443040498,Blur,MC Dropout
147,0.9666484910614637,Blur,MC Dropout
148,0.9710827263034121,Blur,MC Dropout
149,0.9350719841159121,Blur,MC Dropout
150,0.9538188077965563,Blur,MC Dropout
151,0.9562107008330676,Blur,MC Dropout
152,0.9472257653061226,Blur,MC Dropout
153,0.9620105976961097,Blur,MC Dropout
154,0.9669715725645727,Blur,MC Dropout
155,0.9579726238639987,Blur,MC Dropout
156,0.9639235515983738,Blur,MC Dropout
157,0.9567235829878825,Blur,MC Dropout
158,0.9575955137914541,Blur,MC Dropout
159,0.9759795519770408,Blur,MC Dropout
160,0.9190374880420918,Rotate,MC Dropout
161,0.907328547263632,Rotate,MC Dropout
162,0.8667663262814891,Rotate,MC Dropout
163,0.9219179737324618,Rotate,MC Dropout
164,0.9140955088089925,Rotate,MC Dropout
165,0.8878310845822704,Rotate,MC Dropout
166,0.8966804037288743,Rotate,MC Dropout
167,0.9245421740473534,Rotate,MC Dropout
168,0.9395440549266582,Rotate,MC Dropout
169,0.8710703947106185,Rotate,MC Dropout
170,0.9095910519969708,Rotate,MC Dropout
171,0.9177087277782205,Rotate,MC Dropout
172,0.8884208834901148,Rotate,MC Dropout
173,0.9165612045599489,Rotate,MC Dropout
174,0.9282263930963011,Rotate,MC Dropout
175,0.9080897739955357,Rotate,MC Dropout
176,0.9079938616071428,Rotate,MC Dropout
177,0.9032388803910236,Rotate,MC Dropout
178,0.899836170430086,Rotate,MC Dropout
179,0.9288738017179529,Rotate,MC Dropout
180,0.804345889967315,Crop,MC Dropout
181,0.7995633495097256,Crop,MC Dropout
182,0.757909969407685,Crop,MC Dropout
183,0.8322560835857781,Crop,MC Dropout
184,0.8318870700135522,Crop,MC Dropout
185,0.7719169149593431,Crop,MC Dropout
186,0.8142304712412308,Crop,MC Dropout
187,0.8279197848573023,Crop,MC Dropout
188,0.883458663006218,Crop,MC Dropout
189,0.7648306087571747,Crop,MC Dropout
190,0.8190930424904337,Crop,MC Dropout
191,0.8156800562021683,Crop,MC Dropout
192,0.779178541533801,Crop,MC Dropout
193,0.807927657146843,Crop,MC Dropout
194,0.847427056760204,Crop,MC Dropout
195,0.8118170913384886,Crop,MC Dropout
196,0.8342612130301338,Crop,MC Dropout
197,0.8082434206592795,Crop,MC Dropout
198,0.8124008178710938,Crop,MC Dropout
199,0.8575897216796875,Crop,MC Dropout
200,0.7894902131995376,Reflection,MC Dropout
201,0.8010459432796555,Reflection,MC Dropout
202,0.7458116181042729,Reflection,MC Dropout
203,0.808542368363361,Reflection,MC Dropout
204,0.7684899154974489,Reflection,MC Dropout
205,0.7413326964086416,Reflection,MC Dropout
206,0.8056575230189732,Reflection,MC Dropout
207,0.8187489412268814,Reflection,MC Dropout
208,0.7957178232621174,Reflection,MC Dropout
209,0.74866314323581,Reflection,MC Dropout
210,0.7661578120017538,Reflection,MC Dropout
211,0.7909580152861927,Reflection,MC Dropout
212,0.7645145338408801,Reflection,MC Dropout
213,0.783050537109375,Reflection,MC Dropout
214,0.8236158721301021,Reflection,MC Dropout
215,0.7876926344268176,Reflection,MC Dropout
216,0.7921259354571908,Reflection,MC Dropout
217,0.7583663317621971,Reflection,MC Dropout
218,0.8135734090999682,Reflection,MC Dropout
219,0.8369912906568878,Reflection,MC Dropout
