,ROC,Measure,Classifier,GAN
137,0.8926014802893812,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
138,0.9122305111009248,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
139,0.9125719654316805,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
140,0.8123480349170918,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
141,0.8168856562400351,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
142,0.8258872518734057,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
143,0.8175260582748725,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
144,0.8069355244539221,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
145,0.8462463690310109,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
146,0.8209206717354911,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
147,0.8449263280751753,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
148,0.8155813411790498,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
149,0.808153113540338,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
150,0.8154857401945154,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
151,0.8345760423309949,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
152,0.8014909393933355,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
153,0.8118032338667889,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
154,0.7939957599250638,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
155,0.7730062056560907,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
156,0.8601295315489477,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
157,0.8024696817203443,Lee Gan conditional 7,MC Dropout,Lee Gan conditional
